id_vente,date,id_client,id_produit,id_canal,quantite,prix_unitaire,remise_pct,montant,statut
VNT034706,2023-10-03,CLT08342,PRD0330,CH03,4,56.28,15,191.35,livré
VNT034707,2022-06-03,CLT03036,PRD0316,CH02,7,208.41,20,1167.1,livré
VNT034708,2024-11-12,CLT06157,PRD0252,CH03,2,139.22,5,264.52,livré
VNT034709,2023-12-24,CLT01174,PRD0368,CH04,1,546.93,0,546.93,livré
VNT034710,2023-05-22,CLT09256,PRD0377,CH09,1,270.3,0,270.3,livré
VNT034711,2023-10-12,CLT01569,PRD0080,CH07,1,507.06,10,456.35,livré
VNT034712,2022-10-08,CLT01724,PRD0145,CH06,1,13.83,5,13.14,livré
VNT034713,2022-10-30,CLT05048,PRD0176,CH07,5,1025.45,5,4870.89,livré
VNT034714,2024-07-23,CLT05293,PRD0069,CH06,2,476.46,0,952.92,en_cours
VNT034715,2022-08-01,CLT00399,PRD0216,CH01,1,874.39,0,874.39,livré
VNT034716,2022-07-11,CLT10289,PRD0219,CH02,2,511.98,0,1023.96,livré
VNT034717,2023-10-16,CLT01510,PRD0063,CH07,2,477.74,0,955.48,livré
VNT034718,2022-07-18,CLT08856,PRD0089,CH05,3,762.44,0,2287.32,livré
VNT034719,2023-12-07,CLT05584,PRD0123,CH02,5,104.48,0,522.4,livré
VNT034720,2023-12-06,CLT08032,PRD0234,CH06,1,727.65,15,618.5,livré
VNT034721,2022-10-26,CLT06351,PRD0111,CH10,10,109.31,0,1093.1,livré
VNT034722,2024-12-27,CLT01625,PRD0074,CH04,2,217.41,0,434.82,en_cours
VNT034723,2024-11-23,CLT05337,PRD0108,CH05,1,91.76,0,91.76,livré
VNT034724,2023-05-24,CLT05879,PRD0227,CH04,4,2584.71,0,10338.84,livré
VNT034725,2022-01-22,CLT01527,PRD0254,CH04,4,146.0,20,467.2,livré
VNT034726,2023-09-17,CLT07821,PRD0091,CH05,1,260.51,5,247.48,livré
VNT034727,2024-01-21,CLT06927,PRD0276,CH02,4,423.87,5,1610.71,livré
VNT034728,2022-02-07,CLT07570,PRD0352,CH06,1,644.18,0,644.18,livré
VNT034729,2023-12-19,CLT10997,PRD0317,CH08,1,191.78,5,182.19,livré
VNT034730,2023-07-09,CLT05795,PRD0205,CH08,1,981.59,15,834.35,livré
VNT034731,2024-10-04,CLT03708,PRD0394,CH01,1,254.02,0,254.02,livré
VNT034732,2024-02-11,CLT05528,PRD0293,CH04,1,484.68,15,411.98,annulé
VNT034733,2023-01-29,CLT01667,PRD0009,CH10,5,3103.71,10,13966.69,livré
VNT034734,2023-11-01,CLT07638,PRD0190,CH01,1,832.1,0,832.1,en_cours
VNT034735,2022-11-20,CLT06651,PRD0321,CH05,1,276.36,0,276.36,livré
VNT034736,2024-05-03,CLT06052,PRD0039,CH01,4,2417.32,15,8218.89,livré
VNT034737,2024-01-21,CLT10007,PRD0043,CH04,2,4042.93,0,8085.86,en_cours
VNT034738,2024-02-05,CLT01124,PRD0226,CH05,1,2867.58,5,2724.2,livré
VNT034739,2024-01-17,CLT08217,PRD0399,CH06,7,733.09,0,5131.63,annulé
VNT034740,2023-09-27,CLT07301,PRD0195,CH01,9,705.86,10,5717.47,livré
VNT034741,2023-05-17,CLT00522,PRD0198,CH02,5,512.76,0,2563.8,livré
VNT034742,2022-05-22,CLT06317,PRD0289,CH08,2,31.93,10,57.47,livré
VNT034743,2022-07-06,CLT05994,PRD0014,CH04,2,1827.69,10,3289.84,en_cours
VNT034744,2023-04-15,CLT01253,PRD0127,CH10,1,189.87,0,189.87,livré
VNT034745,2024-08-21,CLT09619,PRD0085,CH06,2,311.83,5,592.48,livré
VNT034746,2024-08-15,CLT04101,PRD0282,CH05,3,94.89,0,284.67,livré
VNT034747,2022-05-15,CLT11186,PRD0264,CH02,2,495.91,0,991.82,livré
VNT034748,2024-11-23,CLT04883,PRD0187,CH05,3,1347.27,10,3637.63,livré
VNT034749,2024-09-01,CLT05814,PRD0155,CH06,1,415.1,0,415.1,en_cours
VNT034750,2024-10-08,CLT02613,PRD0224,CH07,3,2121.95,15,5410.97,livré
VNT034751,2022-11-29,CLT02101,PRD0169,CH07,2,264.98,0,529.96,livré
VNT034752,2023-12-30,CLT02098,PRD0396,CH06,4,113.14,5,429.93,livré
VNT034753,2022-03-01,CLT00055,PRD0289,CH07,1,31.93,15,27.14,livré
VNT034754,2024-03-15,CLT11420,PRD0277,CH04,4,284.34,0,1137.36,livré
VNT034755,2022-05-01,CLT06101,PRD0329,CH04,2,298.37,0,596.74,livré
VNT034756,2023-01-01,CLT01211,PRD0053,CH04,1,626.15,10,563.53,livré
VNT034757,2024-10-10,CLT09527,PRD0155,CH04,2,415.1,10,747.18,livré
VNT034758,2023-02-03,CLT10125,PRD0103,CH04,2,88.9,0,177.8,livré
VNT034759,2022-08-31,CLT00322,PRD0152,CH01,1,851.34,0,851.34,en_cours
VNT034760,2024-06-13,CLT09907,PRD0250,CH02,5,115.69,0,578.45,livré
VNT034761,2024-01-20,CLT00898,PRD0282,CH06,3,94.89,5,270.44,livré
VNT034762,2023-07-26,CLT03942,PRD0329,CH07,2,298.37,20,477.39,en_cours
VNT034763,2023-07-28,CLT04625,PRD0210,CH08,1,89.4,5,84.93,livré
VNT034764,2022-11-26,CLT09976,PRD0319,CH09,1,212.99,10,191.69,livré
VNT034765,2023-04-06,CLT01709,PRD0113,CH04,2,119.01,0,238.02,livré
VNT034766,2022-12-22,CLT06150,PRD0347,CH07,1,265.83,5,252.54,livré
VNT034767,2024-05-22,CLT11088,PRD0085,CH03,3,311.83,0,935.49,livré
VNT034768,2023-03-14,CLT06586,PRD0082,CH04,8,650.13,5,4940.99,livré
VNT034769,2024-03-13,CLT06799,PRD0108,CH01,2,91.76,5,174.34,livré
VNT034770,2024-09-10,CLT07496,PRD0226,CH01,1,2867.58,5,2724.2,livré
VNT034771,2023-06-13,CLT01725,PRD0192,CH04,1,1136.57,0,1136.57,annulé
VNT034772,2023-12-19,CLT05686,PRD0123,CH06,8,104.48,5,794.05,livré
VNT034773,2022-03-12,CLT07739,PRD0277,CH02,2,284.34,0,568.68,livré
VNT034774,2022-11-21,CLT10945,PRD0245,CH04,1,1625.95,5,1544.65,livré
VNT034775,2024-06-03,CLT01566,PRD0137,CH05,3,22.61,5,64.44,en_cours
VNT034776,2022-04-28,CLT03914,PRD0052,CH01,4,257.09,0,1028.36,en_cours
VNT034777,2024-08-18,CLT06027,PRD0055,CH04,3,720.22,5,2052.63,livré
VNT034778,2023-04-25,CLT10644,PRD0196,CH05,1,174.3,5,165.59,livré
VNT034779,2024-09-25,CLT11096,PRD0307,CH07,6,147.05,0,882.3,livré
VNT034780,2023-12-02,CLT05021,PRD0027,CH06,1,2073.52,5,1969.84,annulé
VNT034781,2024-10-20,CLT06489,PRD0227,CH01,1,2584.71,0,2584.71,livré
VNT034782,2022-02-05,CLT10559,PRD0241,CH05,2,1873.67,10,3372.61,en_cours
VNT034783,2022-04-30,CLT10054,PRD0128,CH06,4,144.18,5,547.88,livré
VNT034784,2024-07-15,CLT07230,PRD0262,CH01,4,287.56,15,977.7,livré
VNT034785,2022-04-22,CLT05655,PRD0075,CH05,3,376.32,5,1072.51,livré
VNT034786,2024-05-07,CLT02769,PRD0010,CH06,1,3080.53,0,3080.53,livré
VNT034787,2024-11-28,CLT00106,PRD0385,CH01,1,410.9,0,410.9,livré
VNT034788,2022-04-14,CLT09289,PRD0286,CH06,3,397.87,0,1193.61,livré
VNT034789,2023-06-05,CLT11307,PRD0168,CH08,1,586.23,15,498.3,livré
VNT034790,2024-02-01,CLT11063,PRD0038,CH05,3,1064.35,0,3193.05,livré
VNT034791,2022-12-30,CLT07888,PRD0036,CH05,8,1104.34,15,7509.51,en_cours
VNT034792,2023-08-19,CLT01602,PRD0313,CH03,2,144.36,10,259.85,livré
VNT034793,2023-11-12,CLT04962,PRD0035,CH01,4,3901.73,0,15606.92,livré
VNT034794,2023-05-12,CLT11891,PRD0257,CH03,1,417.64,10,375.88,livré
VNT034795,2023-01-19,CLT10147,PRD0179,CH03,2,159.7,5,303.43,livré
VNT034796,2022-07-30,CLT06097,PRD0171,CH04,5,685.3,5,3255.17,livré
VNT034797,2024-11-20,CLT02078,PRD0142,CH07,1,16.92,0,16.92,livré
VNT034798,2022-06-16,CLT06688,PRD0149,CH04,1,160.2,0,160.2,livré
VNT034799,2024-04-23,CLT06688,PRD0371,CH03,2,382.74,0,765.48,livré
VNT034800,2022-08-13,CLT06917,PRD0261,CH04,3,310.07,0,930.21,livré
VNT034801,2022-05-20,CLT08541,PRD0067,CH02,4,744.69,0,2978.76,livré
VNT034802,2024-10-26,CLT10680,PRD0115,CH07,1,184.11,10,165.7,livré
VNT034803,2024-11-19,CLT09760,PRD0040,CH04,1,1112.02,0,1112.02,livré
VNT034804,2022-02-22,CLT09839,PRD0344,CH06,2,280.68,0,561.36,livré
VNT034805,2024-07-25,CLT07975,PRD0201,CH04,1,2198.14,15,1868.42,livré
VNT034806,2023-05-31,CLT04320,PRD0051,CH06,2,788.32,0,1576.64,livré
VNT034807,2024-06-04,CLT04684,PRD0376,CH07,3,473.94,5,1350.73,livré
VNT034808,2024-02-06,CLT01597,PRD0294,CH04,4,101.65,0,406.6,livré
VNT034809,2024-10-30,CLT11128,PRD0161,CH04,1,694.98,5,660.23,livré
VNT034810,2022-05-21,CLT03400,PRD0348,CH02,2,218.8,0,437.6,en_cours
VNT034811,2022-01-17,CLT06264,PRD0387,CH07,5,730.97,0,3654.85,en_cours
VNT034812,2022-12-31,CLT06442,PRD0311,CH07,5,96.09,0,480.45,livré
VNT034813,2024-12-30,CLT10037,PRD0229,CH07,2,775.09,0,1550.18,livré
VNT034814,2022-02-18,CLT05583,PRD0166,CH05,5,255.29,0,1276.45,livré
VNT034815,2023-12-30,CLT11422,PRD0164,CH07,3,366.5,5,1044.52,livré
VNT034816,2023-06-04,CLT04461,PRD0048,CH04,7,1788.65,10,11268.5,livré
VNT034817,2023-07-26,CLT10048,PRD0380,CH04,5,357.33,15,1518.65,livré
VNT034818,2023-03-14,CLT10693,PRD0127,CH04,3,189.87,0,569.61,livré
VNT034819,2024-05-29,CLT03545,PRD0353,CH07,1,434.77,10,391.29,en_cours
VNT034820,2024-12-08,CLT07602,PRD0171,CH01,3,685.3,15,1747.51,livré
VNT034821,2024-06-08,CLT02811,PRD0315,CH04,1,145.63,0,145.63,livré
VNT034822,2023-03-11,CLT06350,PRD0002,CH05,2,4055.79,15,6894.84,livré
VNT034823,2024-11-08,CLT11452,PRD0329,CH06,1,298.37,20,238.7,livré
VNT034824,2023-02-24,CLT09660,PRD0226,CH04,1,2867.58,5,2724.2,livré
VNT034825,2022-03-06,CLT02086,PRD0086,CH04,1,148.14,5,140.73,livré
VNT034826,2022-05-09,CLT10494,PRD0392,CH06,1,503.3,0,503.3,livré
VNT034827,2024-04-18,CLT02282,PRD0339,CH02,6,197.62,15,1007.86,livré
VNT034828,2024-09-18,CLT08936,PRD0325,CH06,3,257.91,15,657.67,annulé
VNT034829,2022-03-17,CLT04086,PRD0385,CH09,2,410.9,5,780.71,livré
VNT034830,2023-10-08,CLT04797,PRD0340,CH01,1,282.39,0,282.39,livré
VNT034831,2023-11-25,CLT09909,PRD0098,CH05,4,669.91,0,2679.64,livré
VNT034832,2023-11-20,CLT08923,PRD0254,CH04,4,146.0,0,584.0,en_cours
VNT034833,2024-11-10,CLT02486,PRD0120,CH06,4,72.41,20,231.71,livré
VNT034834,2023-12-16,CLT06568,PRD0182,CH01,6,1306.97,10,7057.64,livré
VNT034835,2023-12-21,CLT05202,PRD0233,CH07,4,2728.39,5,10367.88,livré
VNT034836,2023-09-17,CLT01452,PRD0150,CH02,2,108.44,0,216.88,livré
VNT034837,2024-06-22,CLT02833,PRD0144,CH05,1,125.61,15,106.77,livré
VNT034838,2024-02-12,CLT00598,PRD0327,CH05,1,211.32,20,169.06,livré
VNT034839,2023-08-30,CLT10463,PRD0384,CH05,1,717.47,10,645.72,annulé
VNT034840,2024-09-08,CLT05504,PRD0206,CH05,4,2342.64,5,8902.03,livré
VNT034841,2023-07-16,CLT01232,PRD0044,CH03,2,2412.84,15,4101.83,livré
VNT034842,2023-05-24,CLT03056,PRD0338,CH07,2,108.32,20,173.31,livré
VNT034843,2024-06-28,CLT09145,PRD0208,CH01,4,2347.78,10,8452.01,en_cours
VNT034844,2023-10-13,CLT10709,PRD0391,CH03,1,572.39,0,572.39,livré
VNT034845,2024-03-16,CLT08097,PRD0300,CH06,3,140.14,0,420.42,livré
VNT034846,2022-01-12,CLT02176,PRD0384,CH04,3,717.47,20,1721.93,livré
VNT034847,2022-04-27,CLT09603,PRD0010,CH07,10,3080.53,0,30805.3,livré
VNT034848,2023-10-12,CLT06606,PRD0189,CH05,5,95.5,0,477.5,livré
VNT034849,2022-06-24,CLT01946,PRD0156,CH03,3,736.14,0,2208.42,livré
VNT034850,2022-09-05,CLT05839,PRD0232,CH10,3,2736.62,15,6978.38,livré
VNT034851,2023-05-23,CLT04428,PRD0027,CH03,2,2073.52,20,3317.63,livré
VNT034852,2024-11-19,CLT11564,PRD0082,CH04,5,650.13,0,3250.65,livré
VNT034853,2023-05-09,CLT03676,PRD0015,CH04,2,1810.3,20,2896.48,livré
VNT034854,2022-04-24,CLT00752,PRD0308,CH09,1,223.48,0,223.48,annulé
VNT034855,2023-03-26,CLT04524,PRD0097,CH06,2,643.76,0,1287.52,livré
VNT034856,2024-06-08,CLT08872,PRD0204,CH06,2,285.68,0,571.36,en_cours
VNT034857,2024-12-15,CLT01116,PRD0014,CH02,4,1827.69,10,6579.68,livré
VNT034858,2022-01-09,CLT02686,PRD0366,CH03,1,426.69,0,426.69,livré
VNT034859,2023-05-31,CLT11390,PRD0278,CH04,9,203.13,0,1828.17,livré
VNT034860,2023-07-01,CLT05619,PRD0188,CH06,5,83.26,0,416.3,livré
VNT034861,2022-09-07,CLT11503,PRD0101,CH07,3,32.1,10,86.67,en_cours
VNT034862,2022-02-27,CLT05738,PRD0366,CH02,2,426.69,0,853.38,livré
VNT034863,2023-11-26,CLT11645,PRD0296,CH02,1,226.06,15,192.15,annulé
VNT034864,2022-08-25,CLT04829,PRD0080,CH01,1,507.06,0,507.06,livré
VNT034865,2022-05-23,CLT02880,PRD0113,CH05,3,119.01,15,303.48,livré
VNT034866,2022-10-30,CLT00005,PRD0369,CH04,2,258.67,15,439.74,livré
VNT034867,2022-12-11,CLT02737,PRD0333,CH04,8,128.39,10,924.41,livré
VNT034868,2022-01-30,CLT07103,PRD0093,CH04,2,330.89,5,628.69,livré
VNT034869,2022-01-17,CLT09579,PRD0128,CH05,4,144.18,0,576.72,livré
VNT034870,2023-10-15,CLT09143,PRD0265,CH05,7,406.6,0,2846.2,livré
VNT034871,2023-09-27,CLT03967,PRD0334,CH05,1,58.15,20,46.52,livré
VNT034872,2024-08-24,CLT04036,PRD0256,CH03,2,291.91,10,525.44,en_cours
VNT034873,2022-03-06,CLT08182,PRD0329,CH05,1,298.37,0,298.37,livré
VNT034874,2022-03-10,CLT02442,PRD0117,CH05,2,124.3,0,248.6,livré
VNT034875,2023-09-19,CLT04393,PRD0215,CH05,2,1590.84,0,3181.68,livré
VNT034876,2023-03-09,CLT00390,PRD0014,CH01,6,1827.69,0,10966.14,livré
VNT034877,2022-05-21,CLT08283,PRD0396,CH08,1,113.14,5,107.48,en_cours
VNT034878,2022-11-22,CLT07807,PRD0091,CH07,7,260.51,5,1732.39,livré
VNT034879,2023-05-25,CLT03775,PRD0270,CH05,2,226.18,0,452.36,livré
VNT034880,2022-06-11,CLT00952,PRD0041,CH05,4,587.29,5,2231.7,livré
VNT034881,2024-05-15,CLT06492,PRD0337,CH06,1,287.2,0,287.2,en_cours
VNT034882,2022-09-23,CLT06869,PRD0126,CH06,1,180.67,10,162.6,livré
VNT034883,2022-12-15,CLT08424,PRD0286,CH02,3,397.87,5,1133.93,livré
VNT034884,2022-07-22,CLT10574,PRD0383,CH02,3,350.24,15,893.11,en_cours
VNT034885,2022-11-11,CLT07606,PRD0283,CH06,2,341.66,10,614.99,livré
VNT034886,2023-10-20,CLT10001,PRD0379,CH06,3,517.7,5,1475.45,livré
VNT034887,2024-10-13,CLT00462,PRD0243,CH05,1,2967.65,15,2522.5,livré
VNT034888,2024-08-12,CLT04061,PRD0336,CH01,4,232.74,0,930.96,livré
VNT034889,2024-02-27,CLT09818,PRD0397,CH04,1,751.95,5,714.35,livré
VNT034890,2024-12-14,CLT02814,PRD0271,CH06,4,489.85,10,1763.46,livré
VNT034891,2022-04-06,CLT00753,PRD0047,CH04,2,3276.89,0,6553.78,livré
VNT034892,2022-02-01,CLT00738,PRD0334,CH07,3,58.15,5,165.73,livré
VNT034893,2024-12-24,CLT10353,PRD0171,CH07,2,685.3,0,1370.6,livré
VNT034894,2022-06-03,CLT10758,PRD0121,CH07,5,197.35,10,888.08,en_cours
VNT034895,2022-09-17,CLT01528,PRD0095,CH04,2,586.37,5,1114.1,livré
VNT034896,2022-05-09,CLT00061,PRD0343,CH01,10,226.1,10,2034.9,livré
VNT034897,2023-09-04,CLT01175,PRD0235,CH06,3,2840.17,15,7242.43,livré
VNT034898,2022-06-14,CLT04229,PRD0281,CH07,3,448.45,0,1345.35,livré
VNT034899,2023-01-19,CLT01147,PRD0210,CH06,1,89.4,10,80.46,livré
VNT034900,2022-05-20,CLT09080,PRD0027,CH05,2,2073.52,0,4147.04,livré
VNT034901,2024-11-16,CLT03005,PRD0323,CH04,9,197.27,0,1775.43,livré
VNT034902,2022-06-24,CLT06701,PRD0050,CH05,8,4589.7,15,31209.96,livré
VNT034903,2024-03-18,CLT08581,PRD0171,CH04,5,685.3,0,3426.5,livré
VNT034904,2024-12-25,CLT00044,PRD0195,CH04,5,705.86,10,3176.37,livré
VNT034905,2024-01-27,CLT09004,PRD0005,CH04,1,974.68,0,974.68,livré
VNT034906,2022-04-04,CLT09533,PRD0006,CH05,1,486.86,5,462.52,livré
VNT034907,2022-02-01,CLT07173,PRD0013,CH06,2,1290.39,0,2580.78,livré
VNT034908,2024-06-08,CLT09737,PRD0055,CH05,3,720.22,15,1836.56,livré
VNT034909,2022-10-29,CLT07410,PRD0105,CH06,3,21.75,10,58.73,livré
VNT034910,2024-09-24,CLT09745,PRD0392,CH05,2,503.3,0,1006.6,livré
VNT034911,2022-10-29,CLT04866,PRD0304,CH06,3,75.24,0,225.72,livré
VNT034912,2024-09-11,CLT03561,PRD0341,CH08,2,93.71,0,187.42,livré
VNT034913,2023-08-15,CLT09370,PRD0263,CH07,1,357.2,10,321.48,livré
VNT034914,2022-06-18,CLT11393,PRD0079,CH04,5,387.4,20,1549.6,livré
VNT034915,2024-01-14,CLT08616,PRD0231,CH01,2,651.46,0,1302.92,livré
VNT034916,2022-02-06,CLT01715,PRD0365,CH03,4,479.67,0,1918.68,livré
VNT034917,2024-10-31,CLT11595,PRD0188,CH03,1,83.26,15,70.77,livré
VNT034918,2023-07-26,CLT01647,PRD0280,CH03,1,122.94,0,122.94,livré
VNT034919,2024-01-15,CLT00630,PRD0115,CH05,2,184.11,5,349.81,livré
VNT034920,2022-08-18,CLT00018,PRD0313,CH06,6,144.36,5,822.85,livré
VNT034921,2024-05-22,CLT08302,PRD0227,CH06,1,2584.71,0,2584.71,livré
VNT034922,2022-10-07,CLT02845,PRD0366,CH05,2,426.69,0,853.38,livré
VNT034923,2023-08-13,CLT09956,PRD0344,CH04,2,280.68,10,505.22,livré
VNT034924,2023-03-30,CLT08332,PRD0139,CH04,1,89.88,0,89.88,livré
VNT034925,2023-09-03,CLT04453,PRD0378,CH03,1,727.65,0,727.65,livré
VNT034926,2023-11-26,CLT03593,PRD0260,CH01,1,182.22,10,164.0,livré
VNT034927,2023-05-29,CLT02533,PRD0311,CH10,2,96.09,5,182.57,livré
VNT034928,2023-03-16,CLT05688,PRD0294,CH05,1,101.65,0,101.65,en_cours
VNT034929,2022-09-02,CLT01843,PRD0039,CH01,3,2417.32,0,7251.96,livré
VNT034930,2022-11-01,CLT11373,PRD0322,CH03,1,120.14,5,114.13,en_cours
VNT034931,2023-08-03,CLT09638,PRD0113,CH04,10,119.01,0,1190.1,livré
VNT034932,2022-09-09,CLT09210,PRD0066,CH06,2,672.98,0,1345.96,livré
VNT034933,2023-06-27,CLT06416,PRD0330,CH06,3,56.28,0,168.84,livré
VNT034934,2024-10-14,CLT06773,PRD0266,CH06,5,80.27,5,381.28,livré
VNT034935,2022-01-02,CLT10591,PRD0373,CH03,4,572.95,0,2291.8,livré
VNT034936,2024-04-09,CLT09218,PRD0189,CH07,1,95.5,5,90.72,livré
VNT034937,2023-08-03,CLT07112,PRD0244,CH08,1,2958.23,0,2958.23,livré
VNT034938,2023-05-08,CLT09732,PRD0134,CH01,2,100.8,5,191.52,livré
VNT034939,2024-01-31,CLT11029,PRD0152,CH05,1,851.34,10,766.21,annulé
VNT034940,2022-04-05,CLT08475,PRD0137,CH04,1,22.61,0,22.61,livré
VNT034941,2022-04-12,CLT05436,PRD0171,CH04,2,685.3,0,1370.6,livré
VNT034942,2022-02-14,CLT01069,PRD0207,CH05,10,1052.02,0,10520.2,livré
VNT034943,2022-04-21,CLT07182,PRD0277,CH07,1,284.34,0,284.34,en_cours
VNT034944,2023-12-16,CLT07031,PRD0365,CH08,1,479.67,5,455.69,livré
VNT034945,2022-04-02,CLT01094,PRD0149,CH01,1,160.2,20,128.16,en_cours
VNT034946,2023-07-04,CLT08450,PRD0318,CH04,1,269.14,5,255.68,livré
VNT034947,2022-10-05,CLT03957,PRD0071,CH06,1,744.59,15,632.9,livré
VNT034948,2024-09-17,CLT01494,PRD0330,CH07,2,56.28,0,112.56,livré
VNT034949,2022-02-23,CLT10625,PRD0388,CH01,2,539.21,5,1024.5,livré
VNT034950,2024-04-08,CLT08073,PRD0232,CH05,1,2736.62,0,2736.62,livré
VNT034951,2023-12-28,CLT11435,PRD0388,CH10,2,539.21,0,1078.42,livré
VNT034952,2024-10-29,CLT09787,PRD0090,CH04,1,490.88,0,490.88,livré
VNT034953,2022-02-11,CLT00998,PRD0052,CH04,3,257.09,5,732.71,livré
VNT034954,2022-03-13,CLT08727,PRD0344,CH01,2,280.68,0,561.36,livré
VNT034955,2022-08-24,CLT01144,PRD0163,CH04,2,1037.59,10,1867.66,livré
VNT034956,2022-01-11,CLT07606,PRD0160,CH03,10,1131.61,5,10750.29,livré
VNT034957,2022-06-15,CLT01470,PRD0347,CH05,4,265.83,0,1063.32,livré
VNT034958,2022-03-31,CLT08485,PRD0209,CH04,4,520.91,5,1979.46,livré
VNT034959,2022-01-09,CLT08582,PRD0055,CH05,2,720.22,0,1440.44,livré
VNT034960,2023-08-17,CLT10184,PRD0129,CH01,1,41.23,10,37.11,livré
VNT034961,2023-09-01,CLT04780,PRD0347,CH05,1,265.83,10,239.25,livré
VNT034962,2024-11-04,CLT03984,PRD0308,CH04,2,223.48,0,446.96,livré
VNT034963,2024-12-11,CLT01250,PRD0002,CH04,2,4055.79,0,8111.58,annulé
VNT034964,2022-01-30,CLT11001,PRD0281,CH04,1,448.45,0,448.45,livré
VNT034965,2022-11-08,CLT09171,PRD0350,CH04,1,238.74,0,238.74,livré
VNT034966,2023-06-20,CLT02051,PRD0065,CH08,1,811.87,5,771.28,livré
VNT034967,2022-02-09,CLT05312,PRD0292,CH07,7,181.26,0,1268.82,livré
VNT034968,2022-12-17,CLT06899,PRD0338,CH05,1,108.32,0,108.32,livré
VNT034969,2023-07-24,CLT08503,PRD0200,CH02,1,928.58,0,928.58,livré
VNT034970,2023-12-29,CLT01384,PRD0365,CH06,2,479.67,10,863.41,annulé
VNT034971,2023-03-08,CLT10931,PRD0269,CH07,3,346.39,10,935.25,livré
VNT034972,2022-06-21,CLT10191,PRD0270,CH08,1,226.18,0,226.18,livré
VNT034973,2024-08-30,CLT07192,PRD0224,CH01,1,2121.95,15,1803.66,livré
VNT034974,2022-02-27,CLT01125,PRD0056,CH08,3,124.74,5,355.51,livré
VNT034975,2022-05-21,CLT10904,PRD0106,CH04,3,103.69,0,311.07,livré
VNT034976,2023-02-08,CLT02282,PRD0041,CH06,3,587.29,0,1761.87,livré
VNT034977,2023-05-14,CLT08600,PRD0041,CH04,1,587.29,0,587.29,livré
VNT034978,2022-01-03,CLT01256,PRD0392,CH03,2,503.3,10,905.94,livré
VNT034979,2023-07-03,CLT00597,PRD0076,CH07,2,161.66,0,323.32,livré
VNT034980,2024-03-28,CLT02758,PRD0031,CH05,1,3626.83,0,3626.83,livré
VNT034981,2024-04-26,CLT03129,PRD0080,CH07,5,507.06,5,2408.53,livré
VNT034982,2022-02-15,CLT11142,PRD0284,CH04,1,58.52,0,58.52,livré
VNT034983,2022-05-25,CLT10050,PRD0120,CH07,3,72.41,5,206.37,livré
VNT034984,2024-08-14,CLT10601,PRD0183,CH07,1,994.73,10,895.26,livré
VNT034985,2022-04-22,CLT09478,PRD0046,CH04,3,2859.25,5,8148.86,livré
VNT034986,2023-11-10,CLT08090,PRD0312,CH07,1,111.11,0,111.11,livré
VNT034987,2023-03-01,CLT09711,PRD0069,CH03,1,476.46,5,452.64,livré
VNT034988,2022-01-28,CLT02820,PRD0236,CH07,3,1241.85,15,3166.72,en_cours
VNT034989,2022-03-20,CLT05372,PRD0188,CH01,4,83.26,5,316.39,livré
VNT034990,2023-08-03,CLT08859,PRD0026,CH02,3,1191.42,0,3574.26,livré
VNT034991,2022-08-12,CLT09222,PRD0159,CH05,2,776.22,15,1319.57,livré
VNT034992,2024-09-17,CLT11144,PRD0073,CH03,5,672.94,15,2860.0,en_cours
VNT034993,2024-09-07,CLT01293,PRD0297,CH04,5,421.21,15,1790.14,livré
VNT034994,2023-07-19,CLT02165,PRD0182,CH01,10,1306.97,5,12416.22,livré
VNT034995,2024-02-03,CLT10415,PRD0050,CH08,1,4589.7,10,4130.73,livré
VNT034996,2023-12-16,CLT11103,PRD0250,CH05,1,115.69,0,115.69,livré
VNT034997,2022-08-15,CLT03599,PRD0158,CH06,8,276.99,0,2215.92,livré
VNT034998,2023-04-26,CLT01539,PRD0366,CH07,1,426.69,20,341.35,en_cours
VNT034999,2023-08-17,CLT02487,PRD0139,CH03,5,89.88,0,449.4,livré
VNT035000,2023-10-24,CLT03852,PRD0042,CH06,1,3962.49,0,3962.49,en_cours
VNT035001,2023-07-10,CLT07369,PRD0393,CH01,2,695.11,0,1390.22,livré
VNT035002,2023-01-24,CLT09180,PRD0113,CH04,4,119.01,0,476.04,livré
VNT035003,2022-05-18,CLT06604,PRD0164,CH06,5,366.5,10,1649.25,livré
VNT035004,2024-05-09,CLT06038,PRD0264,CH01,3,495.91,0,1487.73,annulé
VNT035005,2024-06-01,CLT00327,PRD0134,CH05,3,100.8,0,302.4,livré
VNT035006,2024-04-14,CLT05514,PRD0096,CH06,2,274.28,0,548.56,en_cours
VNT035007,2022-02-05,CLT08569,PRD0327,CH02,2,211.32,0,422.64,livré
VNT035008,2024-08-01,CLT06418,PRD0172,CH01,1,555.82,0,555.82,livré
VNT035009,2022-10-24,CLT10073,PRD0194,CH01,1,380.11,15,323.09,livré
VNT035010,2022-09-22,CLT05577,PRD0076,CH04,1,161.66,5,153.58,livré
VNT035011,2022-07-23,CLT10486,PRD0239,CH02,7,2668.74,20,14944.94,annulé
VNT035012,2024-06-01,CLT01409,PRD0061,CH07,2,334.0,0,668.0,livré
VNT035013,2023-04-18,CLT08468,PRD0285,CH04,1,179.03,10,161.13,livré
VNT035014,2022-03-12,CLT10349,PRD0363,CH03,4,360.6,0,1442.4,livré
VNT035015,2024-11-08,CLT00420,PRD0017,CH01,1,3660.14,5,3477.13,livré
VNT035016,2024-05-20,CLT06314,PRD0075,CH07,4,376.32,5,1430.02,livré
