id_retour,id_vente,id_client,id_produit,date_retour,motif,quantite_retournee,montant_rembourse,statut_retour
RET01915,VNT046147,CLT05528,PRD0270,2024-05-20,Ne correspond pas à la description,1,384.38,en_traitement
RET01916,VNT016414,CLT07818,PRD0382,2023-12-30,Ne correspond pas à la description,2,796.46,remboursé
RET01917,VNT047594,CLT01450,PRD0223,2022-12-31,Produit défectueux,1,1881.02,remboursé
RET01918,VNT051765,CLT03338,PRD0348,2024-06-29,Mauvaise taille,2,492.87,remboursé
RET01919,VNT029297,CLT02489,PRD0249,2024-05-23,Arrivé endommagé,2,1707.64,remboursé
RET01920,VNT010736,CLT10758,PRD0282,2024-03-07,Produit défectueux,1,80.86,remboursé
RET01921,VNT028900,CLT08115,PRD0077,2024-05-24,Mauvaise taille,1,708.58,remboursé
RET01922,VNT043582,CLT11881,PRD0223,2023-08-27,Changement d'avis,2,3267.52,en_traitement
RET01923,VNT046964,CLT06020,PRD0178,2024-01-14,Mauvaise taille,2,834.34,remboursé
RET01924,VNT047234,CLT02122,PRD0261,2023-07-11,Produit défectueux,1,255.18,remboursé
RET01925,VNT042383,CLT01102,PRD0091,2022-05-11,Qualité insuffisante,2,651.66,refusé
RET01926,VNT029755,CLT11734,PRD0326,2022-12-02,Mauvaise taille,2,532.3,remboursé
RET01927,VNT046472,CLT05679,PRD0010,2023-08-23,Produit défectueux,1,5683.62,remboursé
RET01928,VNT052451,CLT06432,PRD0283,2024-03-26,Produit défectueux,1,1446.16,remboursé
RET01929,VNT031453,CLT03990,PRD0352,2023-07-10,Produit défectueux,6,3338.06,remboursé
RET01930,VNT032559,CLT07154,PRD0179,2024-05-23,Changement d'avis,1,256.9,remboursé
RET01931,VNT022746,CLT00155,PRD0168,2022-12-28,Produit défectueux,1,1489.88,en_traitement
RET01932,VNT016927,CLT10427,PRD0005,2024-07-21,Ne correspond pas à la description,1,1752.49,remboursé
RET01933,VNT031993,CLT02438,PRD0004,2024-12-29,Produit défectueux,1,290.43,remboursé
RET01934,VNT022555,CLT08971,PRD0289,2023-10-18,Arrivé endommagé,1,50.39,remboursé
RET01935,VNT003144,CLT04088,PRD0250,2022-04-26,Produit défectueux,1,72.92,remboursé
RET01936,VNT053313,CLT06807,PRD0184,2023-10-15,Changement d'avis,1,308.94,remboursé
RET01937,VNT028484,CLT03050,PRD0182,2022-03-05,Arrivé endommagé,2,4523.17,refusé
RET01938,VNT019357,CLT07542,PRD0320,2022-10-19,Changement d'avis,1,120.9,refusé
RET01939,VNT048697,CLT05607,PRD0317,2023-05-16,Ne correspond pas à la description,3,504.15,remboursé
RET01940,VNT026701,CLT03355,PRD0145,2023-03-03,Produit défectueux,1,19.79,remboursé
RET01941,VNT001798,CLT09080,PRD0155,2024-10-10,Ne correspond pas à la description,1,382.43,refusé
RET01942,VNT013511,CLT08323,PRD0258,2023-01-01,Délai de livraison dépassé,1,618.95,remboursé
RET01943,VNT025258,CLT00981,PRD0389,2022-07-28,Ne correspond pas à la description,1,654.68,refusé
RET01944,VNT000618,CLT04496,PRD0022,2023-07-28,Produit défectueux,8,3742.59,remboursé
RET01945,VNT018149,CLT05259,PRD0043,2024-04-03,Ne correspond pas à la description,9,37694.81,remboursé
RET01946,VNT024665,CLT00059,PRD0245,2024-07-24,Mauvaise taille,1,4067.65,remboursé
RET01947,VNT028937,CLT02224,PRD0185,2024-02-02,Mauvaise taille,4,3841.92,en_traitement
RET01948,VNT050791,CLT02744,PRD0395,2024-11-28,Produit défectueux,3,1303.34,en_traitement
RET01949,VNT052769,CLT07759,PRD0262,2022-03-13,Doublon de commande,1,479.94,remboursé
RET01950,VNT000572,CLT07161,PRD0265,2024-01-04,Mauvaise taille,1,302.06,remboursé
RET01951,VNT052757,CLT05334,PRD0033,2022-03-17,Ne correspond pas à la description,1,1345.21,refusé
RET01952,VNT054448,CLT00798,PRD0348,2024-06-13,Mauvaise taille,1,177.9,en_traitement
RET01953,VNT016424,CLT08767,PRD0166,2022-02-01,Doublon de commande,3,782.71,remboursé
RET01954,VNT030405,CLT05340,PRD0023,2022-12-10,Ne correspond pas à la description,2,5016.26,remboursé
RET01955,VNT011786,CLT02009,PRD0121,2022-06-12,Changement d'avis,1,249.26,remboursé
RET01956,VNT034051,CLT03054,PRD0226,2024-06-01,Mauvaise taille,7,17748.29,remboursé
RET01957,VNT028130,CLT05167,PRD0218,2022-05-27,Ne correspond pas à la description,1,305.13,remboursé
RET01958,VNT017687,CLT02234,PRD0108,2023-12-15,Produit défectueux,2,362.12,remboursé
RET01959,VNT040274,CLT06444,PRD0097,2022-04-30,Arrivé endommagé,1,983.29,remboursé
RET01960,VNT017104,CLT11162,PRD0100,2023-03-21,Ne correspond pas à la description,1,1034.68,remboursé
RET01961,VNT008435,CLT00458,PRD0226,2023-05-23,Arrivé endommagé,2,5268.6,remboursé
RET01962,VNT013946,CLT06872,PRD0120,2022-02-24,Produit défectueux,1,65.85,remboursé
RET01963,VNT022531,CLT10797,PRD0251,2022-01-29,Ne correspond pas à la description,1,634.4,remboursé
RET01964,VNT032584,CLT00901,PRD0311,2024-05-03,Mauvaise taille,1,79.97,remboursé
RET01965,VNT027208,CLT03581,PRD0176,2024-08-28,Arrivé endommagé,1,1552.61,remboursé
RET01966,VNT040350,CLT07946,PRD0254,2022-05-26,Arrivé endommagé,2,277.13,refusé
RET01967,VNT000734,CLT08642,PRD0367,2023-03-14,Produit défectueux,2,555.44,remboursé
RET01968,VNT028934,CLT09591,PRD0108,2024-11-26,Produit défectueux,1,74.76,remboursé
RET01969,VNT008272,CLT03506,PRD0162,2024-05-09,Mauvaise taille,2,2466.02,remboursé
RET01970,VNT035593,CLT00196,PRD0051,2023-04-15,Mauvaise taille,1,685.58,en_traitement
RET01971,VNT049129,CLT03140,PRD0389,2022-04-12,Produit défectueux,1,734.62,remboursé
RET01972,VNT026079,CLT03504,PRD0348,2023-01-12,Arrivé endommagé,1,212.36,remboursé
RET01973,VNT014159,CLT04061,PRD0264,2023-01-23,Ne correspond pas à la description,1,602.74,remboursé
RET01974,VNT031298,CLT01835,PRD0194,2024-07-24,Ne correspond pas à la description,3,762.36,en_traitement
RET01975,VNT020733,CLT06617,PRD0121,2023-07-04,Délai de livraison dépassé,2,269.82,en_traitement
RET01976,VNT010077,CLT11675,PRD0371,2022-11-01,Produit défectueux,3,1238.62,remboursé
RET01977,VNT009934,CLT06521,PRD0357,2022-09-02,Produit défectueux,4,1673.99,en_traitement
RET01978,VNT014556,CLT02083,PRD0235,2023-12-13,Mauvaise taille,1,2455.43,refusé
RET01979,VNT025729,CLT05025,PRD0007,2022-11-17,Produit défectueux,3,2421.61,refusé
RET01980,VNT039005,CLT03172,PRD0222,2022-03-17,Produit défectueux,1,1583.29,refusé
RET01981,VNT016683,CLT11183,PRD0105,2024-04-19,Doublon de commande,1,17.66,remboursé
RET01982,VNT048981,CLT00071,PRD0242,2022-12-15,Produit défectueux,2,1343.52,refusé
RET01983,VNT012658,CLT04197,PRD0344,2023-12-01,Ne correspond pas à la description,2,861.16,en_traitement
RET01984,VNT002056,CLT03469,PRD0223,2024-08-25,Changement d'avis,1,1611.55,remboursé
RET01985,VNT049194,CLT01973,PRD0118,2023-06-06,Produit défectueux,2,150.73,remboursé
RET01986,VNT044011,CLT00128,PRD0190,2022-04-13,Changement d'avis,1,2909.62,remboursé
RET01987,VNT037860,CLT05143,PRD0087,2024-04-27,Changement d'avis,1,799.4,remboursé
RET01988,VNT037446,CLT02843,PRD0002,2022-03-06,Changement d'avis,1,3044.3,remboursé
RET01989,VNT035582,CLT08116,PRD0222,2023-07-24,Produit défectueux,2,5199.23,remboursé
RET01990,VNT017737,CLT03392,PRD0364,2024-05-26,Produit défectueux,2,634.88,remboursé
RET01991,VNT026524,CLT03852,PRD0235,2023-08-16,Doublon de commande,1,2401.96,remboursé
RET01992,VNT043475,CLT00670,PRD0015,2023-07-12,Délai de livraison dépassé,2,5891.91,remboursé
RET01993,VNT039560,CLT10202,PRD0053,2024-01-12,Mauvaise taille,1,1022.57,remboursé
RET01994,VNT017531,CLT02857,PRD0134,2024-05-07,Ne correspond pas à la description,3,461.81,en_traitement
RET01995,VNT027371,CLT06869,PRD0130,2024-12-20,Produit défectueux,1,67.16,remboursé
RET01996,VNT029684,CLT09343,PRD0366,2023-03-25,Produit défectueux,1,589.01,remboursé
RET01997,VNT000407,CLT03962,PRD0294,2023-10-07,Produit défectueux,1,172.74,remboursé
RET01998,VNT031643,CLT03928,PRD0285,2022-08-18,Arrivé endommagé,3,700.7,remboursé
RET01999,VNT045017,CLT08357,PRD0286,2023-12-23,Qualité insuffisante,1,308.78,remboursé
RET02000,VNT008071,CLT11233,PRD0280,2023-02-14,Arrivé endommagé,2,389.68,remboursé
RET02001,VNT018456,CLT04009,PRD0079,2024-02-06,Mauvaise taille,4,1732.62,en_traitement
RET02002,VNT052102,CLT07681,PRD0333,2023-08-07,Changement d'avis,9,1034.32,en_traitement
RET02003,VNT021013,CLT07702,PRD0374,2022-12-02,Produit défectueux,2,287.2,refusé
RET02004,VNT019997,CLT00175,PRD0100,2022-02-01,Produit défectueux,5,3797.83,refusé
RET02005,VNT028203,CLT10677,PRD0356,2023-08-06,Produit défectueux,1,329.54,remboursé
RET02006,VNT012584,CLT07018,PRD0078,2025-01-06,Produit défectueux,1,2105.79,remboursé
RET02007,VNT009651,CLT11849,PRD0136,2024-09-26,Délai de livraison dépassé,6,1333.04,remboursé
RET02008,VNT012626,CLT02232,PRD0333,2024-10-06,Changement d'avis,1,82.86,remboursé
RET02009,VNT009216,CLT02995,PRD0308,2023-06-14,Mauvaise taille,2,995.26,en_traitement
RET02010,VNT049245,CLT11189,PRD0388,2024-07-24,Produit défectueux,2,1074.41,remboursé
RET02011,VNT019016,CLT11755,PRD0101,2023-02-22,Changement d'avis,3,69.71,remboursé
RET02012,VNT026595,CLT04935,PRD0042,2023-01-24,Produit défectueux,1,8543.11,refusé
RET02013,VNT032315,CLT00679,PRD0397,2024-05-11,Arrivé endommagé,1,1164.08,remboursé
RET02014,VNT039797,CLT00675,PRD0378,2022-02-03,Produit défectueux,1,5779.39,remboursé
RET02015,VNT030151,CLT08914,PRD0105,2024-04-01,Produit défectueux,2,40.94,en_traitement
RET02016,VNT044457,CLT02449,PRD0285,2023-09-17,Délai de livraison dépassé,3,649.15,remboursé
RET02017,VNT034842,CLT03056,PRD0338,2023-06-08,Ne correspond pas à la description,1,159.71,remboursé
RET02018,VNT022016,CLT01262,PRD0190,2022-11-22,Ne correspond pas à la description,2,1105.75,remboursé
RET02019,VNT047937,CLT00109,PRD0057,2024-07-15,Ne correspond pas à la description,1,615.44,remboursé
RET02020,VNT015892,CLT06914,PRD0259,2023-06-05,Mauvaise taille,1,1123.53,remboursé
RET02021,VNT038189,CLT11870,PRD0316,2023-10-05,Qualité insuffisante,1,472.37,remboursé
RET02022,VNT045566,CLT04959,PRD0334,2023-06-25,Qualité insuffisante,2,126.14,remboursé
RET02023,VNT019639,CLT02582,PRD0001,2023-12-13,Changement d'avis,4,27614.2,remboursé
RET02024,VNT007475,CLT07213,PRD0181,2022-12-30,Doublon de commande,2,1847.46,remboursé
RET02025,VNT011418,CLT04767,PRD0172,2022-10-17,Arrivé endommagé,6,3463.16,remboursé
RET02026,VNT037377,CLT05993,PRD0184,2023-06-20,Ne correspond pas à la description,3,858.62,en_traitement
RET02027,VNT033076,CLT10610,PRD0314,2024-02-26,Ne correspond pas à la description,1,57.01,en_traitement
RET02028,VNT040920,CLT10713,PRD0179,2022-02-14,Ne correspond pas à la description,1,231.78,remboursé
RET02029,VNT047258,CLT03143,PRD0177,2024-11-25,Arrivé endommagé,5,2857.18,remboursé
RET02030,VNT012298,CLT05970,PRD0083,2023-04-14,Produit défectueux,1,406.89,en_traitement
RET02031,VNT050591,CLT03038,PRD0142,2024-09-20,Ne correspond pas à la description,1,27.91,remboursé
RET02032,VNT006089,CLT01207,PRD0059,2023-11-11,Mauvaise taille,1,626.69,remboursé
RET02033,VNT012276,CLT08193,PRD0301,2024-05-27,Doublon de commande,1,411.73,refusé
RET02034,VNT028170,CLT07527,PRD0211,2023-11-28,Changement d'avis,3,3211.95,en_traitement
RET02035,VNT012179,CLT01674,PRD0357,2023-09-12,Doublon de commande,1,1114.13,remboursé
RET02036,VNT004518,CLT09656,PRD0206,2024-11-02,Doublon de commande,4,6381.13,remboursé
RET02037,VNT018101,CLT01076,PRD0156,2024-01-07,Ne correspond pas à la description,2,3383.04,refusé
RET02038,VNT047043,CLT11180,PRD0020,2024-11-05,Mauvaise taille,4,22702.58,remboursé
RET02039,VNT043656,CLT09714,PRD0366,2022-08-07,Mauvaise taille,2,1487.89,remboursé
RET02040,VNT023645,CLT11582,PRD0233,2024-07-22,Produit défectueux,3,12599.14,refusé
RET02041,VNT017545,CLT10033,PRD0282,2022-12-10,Produit défectueux,1,181.03,remboursé
RET02042,VNT041741,CLT04993,PRD0250,2024-03-23,Doublon de commande,4,314.57,remboursé
RET02043,VNT014783,CLT05432,PRD0109,2023-05-22,Ne correspond pas à la description,1,394.91,remboursé
RET02044,VNT005687,CLT06220,PRD0037,2023-08-07,Arrivé endommagé,1,4926.71,remboursé
RET02045,VNT033525,CLT06400,PRD0080,2024-04-03,Qualité insuffisante,1,355.32,refusé
RET02046,VNT014026,CLT11215,PRD0355,2024-12-22,Ne correspond pas à la description,1,688.11,remboursé
RET02047,VNT025819,CLT08348,PRD0240,2024-11-04,Changement d'avis,2,4329.65,en_traitement
RET02048,VNT012558,CLT03920,PRD0150,2025-01-02,Délai de livraison dépassé,2,164.42,remboursé
RET02049,VNT044156,CLT03812,PRD0207,2024-06-15,Ne correspond pas à la description,4,3048.45,remboursé
RET02050,VNT011319,CLT11832,PRD0329,2023-10-20,Ne correspond pas à la description,1,280.25,remboursé
RET02051,VNT053576,CLT07644,PRD0166,2022-08-08,Mauvaise taille,3,759.11,remboursé
RET02052,VNT048978,CLT00077,PRD0357,2024-03-06,Changement d'avis,1,294.52,remboursé
RET02053,VNT047872,CLT08070,PRD0169,2023-04-18,Qualité insuffisante,2,506.28,refusé
RET02054,VNT025798,CLT11789,PRD0338,2024-10-12,Mauvaise taille,1,89.08,en_traitement
RET02055,VNT024968,CLT05835,PRD0309,2024-11-10,Mauvaise taille,1,229.25,en_traitement
RET02056,VNT012163,CLT09611,PRD0297,2022-04-28,Mauvaise taille,1,659.86,remboursé
RET02057,VNT040706,CLT03280,PRD0088,2022-12-25,Mauvaise taille,1,115.52,remboursé
RET02058,VNT041331,CLT09687,PRD0190,2024-10-30,Ne correspond pas à la description,1,2713.16,en_traitement
RET02059,VNT028000,CLT10120,PRD0273,2024-10-27,Produit défectueux,1,639.27,remboursé
RET02060,VNT048548,CLT11603,PRD0174,2023-09-29,Ne correspond pas à la description,1,2278.95,en_traitement
RET02061,VNT053578,CLT10695,PRD0137,2023-05-25,Doublon de commande,1,22.16,remboursé
RET02062,VNT051172,CLT01421,PRD0315,2024-08-16,Délai de livraison dépassé,2,228.57,en_traitement
RET02063,VNT027511,CLT11782,PRD0220,2023-06-28,Ne correspond pas à la description,2,5444.78,en_traitement
RET02064,VNT033089,CLT10215,PRD0237,2022-01-31,Changement d'avis,2,7356.6,refusé
RET02065,VNT037771,CLT09692,PRD0136,2022-12-12,Arrivé endommagé,1,608.64,remboursé
RET02066,VNT053456,CLT04225,PRD0030,2022-08-02,Qualité insuffisante,1,1547.21,remboursé
RET02067,VNT016871,CLT08244,PRD0089,2023-05-11,Changement d'avis,1,643.86,en_traitement
RET02068,VNT001848,CLT00422,PRD0286,2023-08-21,Produit défectueux,3,1343.87,remboursé
RET02069,VNT001454,CLT04723,PRD0287,2022-12-13,Changement d'avis,7,663.77,remboursé
RET02070,VNT034978,CLT01256,PRD0392,2022-01-22,Mauvaise taille,1,812.41,remboursé
RET02071,VNT028206,CLT04795,PRD0299,2024-05-27,Changement d'avis,1,350.53,remboursé
RET02072,VNT035602,CLT11287,PRD0198,2024-03-12,Arrivé endommagé,2,1656.83,remboursé
RET02073,VNT023368,CLT07421,PRD0036,2023-06-01,Délai de livraison dépassé,1,1828.49,remboursé
RET02074,VNT031560,CLT02832,PRD0127,2023-08-21,Produit défectueux,4,571.7,refusé
RET02075,VNT049600,CLT10046,PRD0011,2023-12-12,Délai de livraison dépassé,2,3818.35,remboursé
RET02076,VNT030592,CLT08838,PRD0010,2022-06-03,Ne correspond pas à la description,2,5483.84,refusé
RET02077,VNT030330,CLT03895,PRD0109,2024-09-07,Produit défectueux,1,246.98,refusé
RET02078,VNT033542,CLT06693,PRD0364,2022-08-19,Changement d'avis,1,181.28,en_traitement
RET02079,VNT033777,CLT09754,PRD0085,2024-03-27,Ne correspond pas à la description,3,767.37,remboursé
RET02080,VNT022837,CLT09410,PRD0115,2024-08-01,Produit défectueux,1,148.12,remboursé
RET02081,VNT005564,CLT07729,PRD0063,2023-02-01,Arrivé endommagé,2,779.84,en_traitement
RET02082,VNT041076,CLT02676,PRD0081,2023-04-09,Arrivé endommagé,1,505.71,refusé
RET02083,VNT042531,CLT01188,PRD0369,2024-01-03,Changement d'avis,1,237.52,remboursé
RET02084,VNT015854,CLT10743,PRD0240,2022-09-12,Produit défectueux,6,8765.19,remboursé
RET02085,VNT000731,CLT04115,PRD0386,2023-10-26,Mauvaise taille,3,689.19,remboursé
RET02086,VNT048768,CLT01431,PRD0155,2022-07-16,Qualité insuffisante,3,1050.33,remboursé
RET02087,VNT038698,CLT04360,PRD0232,2024-04-09,Doublon de commande,1,2083.42,refusé
RET02088,VNT020708,CLT10370,PRD0250,2025-01-23,Arrivé endommagé,5,515.31,remboursé
RET02089,VNT043412,CLT09043,PRD0329,2023-05-22,Ne correspond pas à la description,2,388.56,remboursé
RET02090,VNT027975,CLT06951,PRD0218,2024-08-07,Ne correspond pas à la description,1,1465.09,en_traitement
RET02091,VNT027666,CLT01872,PRD0086,2022-05-20,Ne correspond pas à la description,4,559.31,refusé
RET02092,VNT013044,CLT07670,PRD0231,2023-03-30,Ne correspond pas à la description,1,971.54,refusé
RET02093,VNT026545,CLT02722,PRD0039,2022-10-28,Ne correspond pas à la description,1,5315.26,remboursé
RET02094,VNT041292,CLT04401,PRD0384,2022-12-12,Mauvaise taille,1,1222.79,remboursé
RET02095,VNT033838,CLT02400,PRD0097,2025-01-09,Produit défectueux,2,1005.23,remboursé
RET02096,VNT004868,CLT08379,PRD0070,2023-10-12,Ne correspond pas à la description,1,927.73,remboursé
RET02097,VNT033695,CLT09766,PRD0309,2023-11-21,Mauvaise taille,1,222.12,remboursé
RET02098,VNT052583,CLT11708,PRD0267,2022-04-12,Produit défectueux,1,326.76,remboursé
RET02099,VNT052698,CLT03442,PRD0017,2022-08-04,Arrivé endommagé,4,18370.35,remboursé
RET02100,VNT030288,CLT07950,PRD0204,2023-05-09,Doublon de commande,1,204.23,remboursé
RET02101,VNT015989,CLT06637,PRD0260,2022-10-26,Changement d'avis,2,303.39,remboursé
RET02102,VNT034069,CLT08032,PRD0208,2023-10-26,Doublon de commande,1,4088.7,remboursé
RET02103,VNT041704,CLT08681,PRD0059,2022-11-19,Produit défectueux,3,1776.17,remboursé
RET02104,VNT023067,CLT11359,PRD0259,2024-11-08,Changement d'avis,2,1020.79,remboursé
RET02105,VNT020534,CLT07376,PRD0382,2024-04-28,Mauvaise taille,1,291.85,remboursé
RET02106,VNT021420,CLT04335,PRD0220,2022-09-11,Ne correspond pas à la description,1,2814.92,remboursé
RET02107,VNT010455,CLT03064,PRD0022,2023-11-11,Arrivé endommagé,2,1035.48,remboursé
RET02108,VNT041163,CLT07332,PRD0238,2023-12-21,Ne correspond pas à la description,5,20890.88,remboursé
RET02109,VNT015946,CLT00701,PRD0302,2023-11-13,Produit défectueux,1,146.4,remboursé
RET02110,VNT002402,CLT01895,PRD0038,2024-01-02,Mauvaise taille,2,4675.41,remboursé
RET02111,VNT003259,CLT01080,PRD0157,2024-10-20,Délai de livraison dépassé,2,938.97,remboursé
RET02112,VNT052603,CLT06738,PRD0078,2022-05-06,Produit défectueux,1,573.9,remboursé
RET02113,VNT002768,CLT03879,PRD0017,2022-03-16,Changement d'avis,2,9076.55,remboursé
RET02114,VNT029424,CLT07231,PRD0196,2023-10-15,Ne correspond pas à la description,1,150.36,en_traitement
RET02115,VNT053900,CLT01909,PRD0344,2022-04-23,Changement d'avis,1,798.6,remboursé
RET02116,VNT035596,CLT03991,PRD0218,2022-07-16,Mauvaise taille,3,745.06,remboursé
RET02117,VNT035198,CLT00068,PRD0032,2022-11-28,Changement d'avis,2,2744.43,remboursé
RET02118,VNT037137,CLT10152,PRD0026,2022-09-01,Arrivé endommagé,1,2320.37,remboursé
RET02119,VNT019611,CLT11035,PRD0126,2023-10-30,Produit défectueux,1,245.4,remboursé
RET02120,VNT018617,CLT02034,PRD0306,2023-04-09,Produit défectueux,1,205.42,remboursé
RET02121,VNT046422,CLT04256,PRD0099,2023-11-11,Produit défectueux,2,831.16,remboursé
RET02122,VNT030929,CLT11125,PRD0111,2022-03-24,Délai de livraison dépassé,4,370.91,remboursé
RET02123,VNT048910,CLT10170,PRD0160,2023-02-22,Ne correspond pas à la description,5,4595.06,refusé
RET02124,VNT019886,CLT03163,PRD0080,2023-09-14,Ne correspond pas à la description,1,806.17,en_traitement
RET02125,VNT020958,CLT03144,PRD0043,2022-12-21,Mauvaise taille,1,5930.43,remboursé
RET02126,VNT037800,CLT03384,PRD0049,2023-04-16,Mauvaise taille,1,19492.3,remboursé
RET02127,VNT004006,CLT02510,PRD0086,2024-07-11,Mauvaise taille,7,1032.35,remboursé
RET02128,VNT006021,CLT05238,PRD0196,2024-11-18,Produit défectueux,1,148.69,remboursé
RET02129,VNT044767,CLT11358,PRD0265,2022-08-23,Ne correspond pas à la description,1,338.44,refusé
RET02130,VNT046001,CLT09441,PRD0020,2023-04-24,Produit défectueux,1,3104.24,en_traitement
RET02131,VNT029535,CLT03013,PRD0360,2023-08-03,Changement d'avis,1,475.06,remboursé
RET02132,VNT042842,CLT10308,PRD0213,2022-02-27,Produit défectueux,1,2129.0,remboursé
RET02133,VNT009931,CLT08683,PRD0172,2022-09-30,Changement d'avis,3,1289.92,remboursé
RET02134,VNT041016,CLT02413,PRD0111,2022-02-20,Mauvaise taille,1,104.85,remboursé
RET02135,VNT029344,CLT06354,PRD0037,2022-02-20,Produit défectueux,1,2088.34,remboursé
RET02136,VNT022385,CLT03106,PRD0090,2023-09-19,Arrivé endommagé,2,1453.38,remboursé
RET02137,VNT051680,CLT06290,PRD0370,2024-03-02,Délai de livraison dépassé,2,236.0,refusé
RET02138,VNT038601,CLT05957,PRD0363,2024-07-09,Doublon de commande,1,808.77,refusé
RET02139,VNT019879,CLT11469,PRD0194,2024-12-22,Ne correspond pas à la description,2,683.09,remboursé
RET02140,VNT054978,CLT11077,PRD0205,2024-10-21,Ne correspond pas à la description,1,1524.54,remboursé
RET02141,VNT001888,CLT01737,PRD0221,2024-11-25,Produit défectueux,1,59.8,remboursé
RET02142,VNT028501,CLT06079,PRD0377,2024-08-17,Mauvaise taille,1,447.8,remboursé
RET02143,VNT027206,CLT02773,PRD0251,2024-11-29,Mauvaise taille,1,210.29,remboursé
RET02144,VNT029240,CLT01665,PRD0112,2024-12-08,Produit défectueux,5,796.25,remboursé
RET02145,VNT005399,CLT06214,PRD0148,2024-06-25,Arrivé endommagé,2,368.04,remboursé
RET02146,VNT040666,CLT05295,PRD0263,2024-11-04,Changement d'avis,2,1733.14,remboursé
RET02147,VNT006925,CLT02019,PRD0113,2023-11-03,Ne correspond pas à la description,2,200.2,refusé
RET02148,VNT006834,CLT04877,PRD0044,2022-04-28,Produit défectueux,1,10017.63,remboursé
RET02149,VNT026621,CLT11665,PRD0029,2022-09-22,Mauvaise taille,4,10581.55,remboursé
RET02150,VNT031969,CLT01024,PRD0327,2024-01-09,Changement d'avis,1,197.86,refusé
RET02151,VNT003475,CLT08583,PRD0185,2023-10-06,Arrivé endommagé,1,740.2,remboursé
RET02152,VNT050686,CLT06368,PRD0286,2024-08-10,Produit défectueux,2,663.93,remboursé
RET02153,VNT046004,CLT06604,PRD0134,2024-08-22,Ne correspond pas à la description,1,62.39,remboursé
RET02154,VNT014618,CLT05169,PRD0212,2022-10-19,Arrivé endommagé,2,5568.95,remboursé
RET02155,VNT007762,CLT03259,PRD0139,2023-02-05,Arrivé endommagé,7,822.43,refusé
RET02156,VNT004892,CLT11019,PRD0186,2024-11-09,Mauvaise taille,3,3093.78,remboursé
RET02157,VNT011633,CLT10146,PRD0278,2024-05-27,Mauvaise taille,3,433.61,remboursé
RET02158,VNT003303,CLT07926,PRD0034,2024-09-01,Mauvaise taille,1,3654.59,remboursé
RET02159,VNT004102,CLT05906,PRD0288,2023-08-03,Mauvaise taille,1,1187.92,remboursé
RET02160,VNT008255,CLT03530,PRD0259,2022-08-19,Ne correspond pas à la description,1,2320.1,remboursé
RET02161,VNT022597,CLT06323,PRD0368,2024-09-22,Produit défectueux,1,814.38,remboursé
RET02162,VNT046434,CLT01702,PRD0039,2022-08-19,Ne correspond pas à la description,4,14415.12,en_traitement
RET02163,VNT007667,CLT08030,PRD0388,2024-12-29,Qualité insuffisante,1,895.6,remboursé
RET02164,VNT041617,CLT05219,PRD0342,2025-01-04,Mauvaise taille,2,347.64,en_traitement
RET02165,VNT029519,CLT00943,PRD0190,2023-10-15,Mauvaise taille,1,1164.17,refusé
RET02166,VNT053258,CLT10411,PRD0340,2023-03-02,Ne correspond pas à la description,4,949.3,remboursé
RET02167,VNT028401,CLT08118,PRD0100,2024-03-15,Mauvaise taille,1,626.56,remboursé
RET02168,VNT002386,CLT09778,PRD0044,2023-06-17,Changement d'avis,1,1646.57,remboursé
RET02169,VNT054851,CLT03448,PRD0223,2024-01-30,Arrivé endommagé,1,1726.56,refusé
RET02170,VNT002719,CLT10676,PRD0060,2022-07-01,Mauvaise taille,5,1261.1,remboursé
RET02171,VNT051586,CLT06304,PRD0116,2022-07-14,Changement d'avis,1,270.8,en_traitement
RET02172,VNT026087,CLT00530,PRD0003,2022-01-20,Ne correspond pas à la description,6,4354.48,remboursé
RET02173,VNT023886,CLT07426,PRD0287,2024-06-05,Ne correspond pas à la description,1,67.23,remboursé
RET02174,VNT041797,CLT02546,PRD0020,2024-03-05,Ne correspond pas à la description,3,7653.82,remboursé
RET02175,VNT039595,CLT01594,PRD0385,2024-02-12,Doublon de commande,3,1219.21,remboursé
RET02176,VNT053036,CLT01663,PRD0155,2023-12-29,Produit défectueux,1,350.34,en_traitement
RET02177,VNT002787,CLT07182,PRD0285,2023-03-19,Produit défectueux,1,125.02,remboursé
RET02178,VNT005023,CLT08728,PRD0133,2024-01-26,Mauvaise taille,4,408.62,remboursé
RET02179,VNT018134,CLT02462,PRD0279,2022-10-30,Qualité insuffisante,1,85.06,remboursé
RET02180,VNT048399,CLT06643,PRD0150,2024-09-06,Produit défectueux,1,68.61,remboursé
RET02181,VNT034655,CLT02350,PRD0274,2023-01-30,Ne correspond pas à la description,2,2416.72,remboursé
RET02182,VNT052726,CLT10904,PRD0239,2022-05-18,Ne correspond pas à la description,1,2286.51,remboursé
RET02183,VNT034851,CLT04428,PRD0027,2023-06-01,Changement d'avis,2,3255.35,remboursé
RET02184,VNT024946,CLT03578,PRD0217,2024-12-02,Changement d'avis,2,883.06,remboursé
RET02185,VNT038769,CLT05562,PRD0343,2023-05-15,Mauvaise taille,2,867.48,remboursé
RET02186,VNT029639,CLT03078,PRD0376,2022-06-01,Produit défectueux,1,1421.43,remboursé
RET02187,VNT044554,CLT02030,PRD0315,2024-10-15,Arrivé endommagé,1,121.53,remboursé
RET02188,VNT000032,CLT03771,PRD0214,2023-10-29,Produit défectueux,1,2013.02,remboursé
